"company","description","descriptionHTML","externalApplyLink","id","isExpired","jobType","jobType/0","jobType/1","jobType/2","jobType/3","jobType/4","location","positionName","postedAt","postingDateParsed","rating","reviewsCount","salary","scrapedAt","searchInput/country","searchInput/location","searchInput/position","url","urlInput"
"Providence","Description
 Providence is calling a Senior Data Scientist. Remote. Most states eligible.
 The Senior Data Scientist is a subject matter expert who leverages data science and knowledge of health care data to develop data-driven solutions focused on improving healthcare. The Senior Data Scientist builds predictive models, experimental designs and web analytics, machine learning algorithm using advance technologies to support Providence Genomics.
 Providence caregivers are not simply valued – they’re invaluable. Join our team at Providence Strategic And Management Services and thrive in our culture of patient-focused, whole-person care built on understanding, commitment, and mutual respect. Your voice matters here, because we know that to inspire and retain the best people, we must empower them.
 Required Qualifications:
 
  Master's Degree - MA/MS degree in Healthcare, Engineering, Mathematics, Statistics, Epidemiology, Business, Data Science, Computer Science, or related field.
  6 years - An equivalent of 6 or more years of relevant data analysis or analytics experience.
  6 years - An equivalent of 6 years experience with big data, database query and analysis languages (e.g. Python, SQL, Snowflake SQL, R, Scala, SAS, Azure DataBricks) and data visualization tools (e.g. Power BI, Tableau) required.
  6 years - An equivalent of six or more years of experience applying advanced statistical concepts, machine learning techniques, forecasting and other methods to solve complex problems using structured and unstructured data.
 
 Salary Range by Location:
 
  AK: Anchorage: Min:$59.73, Max: $96.15
  AK: Kodiak, Seward, Valdez: Min:$62.26, Max: $100.22
  California: Humboldt: Min:$62.26, Max: $100.22
  California: All Northern California - Except Humboldt: Min:$69.86, Max: $112.44
  California: All Southern California - Except Bakersfield: Min:$62.26, Max: $100.22
  California: Bakersfield: Min:$59.73, Max: $96.15
  Idaho: Min:$53.15, Max: $85.55
  Montana: Except Great Falls: Min:$48.09, Max: $77.41
  Montana: Great Falls: Min:$45.56 Max: $73.33
  New Mexico: Min:$48.09, Max: $77.41
  Nevada: Min:$62.26, Max: $100.22
  Oregon: Non-Portland Service Area: Min:$55.68, Max: $89.63
  Oregon: Portland Service Area: Min:$59.73, Max: $96.15
  Texas: Min:$45.56 Max: $73.33
  Washington: Western - Except Tukwila: Min:$62.26, Max: $100.22
  Washington: Southwest - Olympia, Centralia & Below: Min:$59.73, Max: $96.15
  Washington: Tukwila: Min: Min:$62.26, Max: $100.22
  Washington: Eastern: Min:$53.15, Max: $85.55
  Washington: Southeastern: Min:$55.68, Max: $89.63
 
 Why Join Providence?
 Our best-in-class benefits are uniquely designed to support you and your family in staying well, growing professionally, and achieving financial security. We take care of you, so you can focus on delivering our Mission of caring for everyone, especially the most vulnerable in our communities.
 Accepting a new position at another facility that is part of the Providence family of organizations may change your current benefits. Changes in benefits, including paid time-off, happen for various reasons. These reasons can include changes of Legal Employer, FTE, Union, location, time-off plan policies, availability of health and welfare benefit plan offerings, and other various reasons.
 About Providence
 At Providence, our strength lies in Our Promise of “Know me, care for me, ease my way.” Working at our family of organizations means that regardless of your role, we’ll walk alongside you in your career, supporting you so you can support others. We provide best-in-class benefits and we foster an inclusive workplace where diversity is valued, and everyone is essential, heard and respected. Together, our 120,000 caregivers (all employees) serve in over 50 hospitals, over 1,000 clinics and a full range of health and social services across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. As a comprehensive health care organization, we are serving more people, advancing best practices and continuing our more than 100-year tradition of serving the poor and vulnerable.
 The amounts listed are the base pay range; additional compensation may be available for this role, such as shift differentials, standby/on-call, overtime, premiums, extra shift incentives, or bonus opportunities.
 Providence offers a comprehensive benefits package including a retirement 401(k) Savings Plan with employer matching, health care benefits (medical, dental, vision), life insurance, disability insurance, time off benefits (paid parental leave, vacations, holidays, health issues), voluntary benefits, well-being resources and much more. Learn more at providence.jobs/benefits.
 About the Team
 Providence Shared Services is a service line within Providence that provides a variety of functional and system support services for our family of organizations across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. We are focused on supporting our Mission by delivering a robust foundation of services and sharing of specialized expertise.
 Providence is proud to be an Equal Opportunity Employer. We are committed to the principle that every workforce member has the right to work in surroundings that are free from all forms of unlawful discrimination and harassment on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law. We believe diversity makes us stronger, so we are dedicated to shaping an inclusive workforce, learning from each other, and creating equal opportunities for advancement.
 Requsition ID: 329271
 Company: Providence Jobs
 Job Category: Data Sciences
 Job Function: Information Technology
 Job Schedule: Full time
 Job Shift: Day
 Career Track: Business Professional
 Department: 4007 SS PE GENOMICS OR
 Address: OR Portland 4400 NE Halsey St
 Work Location: Providence Office Park Portland Bldg 1-Portland
 Workplace Type: Remote
 Pay Range: $See Posting - $See Posting
 The amounts listed are the base pay range; additional compensation may be available for this role, such as shift differentials, standby/on-call, overtime, premiums, extra shift incentives, or bonus opportunities.","<div>
 <p><b>Description</b></p>
 <p><b>Providence is calling a Senior Data Scientist. Remote. Most states eligible.</b></p>
 <p>The Senior Data Scientist is a subject matter expert who leverages data science and knowledge of health care data to develop data-driven solutions focused on improving healthcare. The Senior Data Scientist builds predictive models, experimental designs and web analytics, machine learning algorithm using advance technologies to support Providence Genomics.</p>
 <p>Providence caregivers are not simply valued – they’re invaluable. Join our team at Providence Strategic And Management Services and thrive in our culture of patient-focused, whole-person care built on understanding, commitment, and mutual respect. Your voice matters here, because we know that to inspire and retain the best people, we must empower them.</p>
 <p><b>Required Qualifications:</b></p>
 <ul>
  <li>Master's Degree - MA/MS degree in Healthcare, Engineering, Mathematics, Statistics, Epidemiology, Business, Data Science, Computer Science, or related field.</li>
  <li>6 years - An equivalent of 6 or more years of relevant data analysis or analytics experience.</li>
  <li>6 years - An equivalent of 6 years experience with big data, database query and analysis languages (e.g. Python, SQL, Snowflake SQL, R, Scala, SAS, Azure DataBricks) and data visualization tools (e.g. Power BI, Tableau) required.</li>
  <li>6 years - An equivalent of six or more years of experience applying advanced statistical concepts, machine learning techniques, forecasting and other methods to solve complex problems using structured and unstructured data.</li>
 </ul>
 <p><b>Salary Range by Location:</b></p>
 <ul>
  <li>AK: Anchorage: Min:$59.73, Max: $96.15</li>
  <li>AK: Kodiak, Seward, Valdez: Min:$62.26, Max: $100.22</li>
  <li>California: Humboldt: Min:$62.26, Max: $100.22</li>
  <li>California: All Northern California - Except Humboldt: Min:$69.86, Max: $112.44</li>
  <li>California: All Southern California - Except Bakersfield: Min:$62.26, Max: $100.22</li>
  <li>California: Bakersfield: Min:$59.73, Max: $96.15</li>
  <li>Idaho: Min:$53.15, Max: $85.55</li>
  <li>Montana: Except Great Falls: Min:$48.09, Max: $77.41</li>
  <li>Montana: Great Falls: Min:$45.56 Max: $73.33</li>
  <li>New Mexico: Min:$48.09, Max: $77.41</li>
  <li>Nevada: Min:$62.26, Max: $100.22</li>
  <li>Oregon: Non-Portland Service Area: Min:$55.68, Max: $89.63</li>
  <li>Oregon: Portland Service Area: Min:$59.73, Max: $96.15</li>
  <li>Texas: Min:$45.56 Max: $73.33</li>
  <li>Washington: Western - Except Tukwila: Min:$62.26, Max: $100.22</li>
  <li>Washington: Southwest - Olympia, Centralia &amp; Below: Min:$59.73, Max: $96.15</li>
  <li>Washington: Tukwila: Min: Min:$62.26, Max: $100.22</li>
  <li>Washington: Eastern: Min:$53.15, Max: $85.55</li>
  <li>Washington: Southeastern: Min:$55.68, Max: $89.63</li>
 </ul>
 <p><b>Why Join Providence?</b></p>
 <p>Our best-in-class benefits are uniquely designed to support you and your family in staying well, growing professionally, and achieving financial security. We take care of you, so you can focus on delivering our Mission of caring for everyone, especially the most vulnerable in our communities.</p>
 <p>Accepting a new position at another facility that is part of the Providence family of organizations may change your current benefits. Changes in benefits, including paid time-off, happen for various reasons. These reasons can include changes of Legal Employer, FTE, Union, location, time-off plan policies, availability of health and welfare benefit plan offerings, and other various reasons.</p>
 <p><b>About Providence</b></p>
 <p>At Providence, our strength lies in Our Promise of “Know me, care for me, ease my way.” Working at our family of organizations means that regardless of your role, we’ll walk alongside you in your career, supporting you so you can support others. We provide best-in-class benefits and we foster an inclusive workplace where diversity is valued, and everyone is essential, heard and respected. Together, our 120,000 caregivers (all employees) serve in over 50 hospitals, over 1,000 clinics and a full range of health and social services across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. As a comprehensive health care organization, we are serving more people, advancing best practices and continuing our more than 100-year tradition of serving the poor and vulnerable.</p>
 <p>The amounts listed are the base pay range; additional compensation may be available for this role, such as shift differentials, standby/on-call, overtime, premiums, extra shift incentives, or bonus opportunities.</p>
 <p>Providence offers a comprehensive benefits package including a retirement 401(k) Savings Plan with employer matching, health care benefits (medical, dental, vision), life insurance, disability insurance, time off benefits (paid parental leave, vacations, holidays, health issues), voluntary benefits, well-being resources and much more. Learn more at providence.jobs/benefits.</p>
 <p><b>About the Team</b></p>
 <p>Providence Shared Services is a service line within Providence that provides a variety of functional and system support services for our family of organizations across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. We are focused on supporting our Mission by delivering a robust foundation of services and sharing of specialized expertise.</p>
 <p>Providence is proud to be an Equal Opportunity Employer. We are committed to the principle that every workforce member has the right to work in surroundings that are free from all forms of unlawful discrimination and harassment on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law. We believe diversity makes us stronger, so we are dedicated to shaping an inclusive workforce, learning from each other, and creating equal opportunities for advancement.</p>
 <p><b>Requsition ID:</b> 329271</p>
 <p><b>Company:</b> Providence Jobs</p>
 <p><b>Job Category:</b> Data Sciences</p>
 <p><b>Job Function:</b> Information Technology</p>
 <p><b>Job Schedule:</b> Full time</p>
 <p><b>Job Shift:</b> Day</p>
 <p><b>Career Track:</b> Business Professional</p>
 <p><b>Department:</b> 4007 SS PE GENOMICS OR</p>
 <p><b>Address:</b> OR Portland 4400 NE Halsey St</p>
 <p><b>Work Location:</b> Providence Office Park Portland Bldg 1-Portland</p>
 <p><b>Workplace Type:</b> Remote</p>
 <p><b>Pay Range:</b> $See Posting - $See Posting</p>
 <p>The amounts listed are the base pay range; additional compensation may be available for this role, such as shift differentials, standby/on-call, overtime, premiums, extra shift incentives, or bonus opportunities.</p>
</div>
<p></p>","https://www.indeed.com/applystart?jk=e14d7653c80fe244&from=vj&pos=top&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhSCTiO7Ip2UEYEw5McdDbM1PX4ATZ_TQGpQrF3JYC5lPIVKTPoM2-7TmoDMvZQtwf9shm4PqVwcXS71xi2ZdAYW34tM4C3IhaXEm_tp9xWzvvig8j0w2REUUHuyHNmSNBz9RIRSiwHjHE5hMt0WMzrCITeI_Azw3KcSOf4X9Vh1Q&asub=mob&astse=de0251a9b20997f6&assa=4097","e14d7653c80fe244","false",,"Full-time",,,,,"California","Senior Data Scientist","Just posted","2024-11-15T05:56:54.631Z","3.8","3641","$45.56 - $100.22 an hour","2024-11-15T05:56:54.635Z","US","California","data science","https://www.indeed.com/viewjob?jk=e14d7653c80fe244&vjs=3",
"Slalom Consulting","Who You’ll Work With
 As a modern technology company, we've never met a technical challenge we didn't like. We enable our clients to learn from their data, create incredible digital experiences, and make the most of new technologies. We blend design, engineering, and analytics expertise to build the future. We surround our technologists with interesting challenges, innovative minds and emerging technologies.
 
 We are looking to hire a Sr. Data Analyst to come onboard and join our team.
 
  What You’ll Do 
 
  Bring expertise as a data analyst to help support data visualization and reporting
 
  What You’ll Bring 
 Basic Requirements:
 
  Bachelor's degree in related field with 5+ years of experience
  Strong proficiency in Power BI, Tableau, and SQL
 
  Preferred Requirements:
 
  Proficiency in other data tools such as dbt or python
 
  About Us
 Slalom is a purpose-led, global business and technology consulting company. From strategy to implementation, our approach is fiercely human. In six countries and 43 markets, we deeply understand our customers—and their customers—to deliver practical, end-to-end solutions that drive meaningful impact. Backed by close partnerships with over 400 leading technology providers, our 13,000+ strong team helps people and organizations dream bigger, move faster, and build better tomorrows for all. We’re honored to be consistently recognized as a great place to work, including being one of Fortune’s 100 Best Companies to Work For seven years running. Learn more at slalom.com.
 
  Compensation and Benefits
 Slalom prides itself on helping team members thrive in their work and life. As a result, Slalom is proud to invest in benefits that include meaningful time off and paid holidays, parental leave, 401(k) with a match, a range of choices for highly subsidized health, dental, & vision coverage, adoption and fertility assistance, and short/long-term disability. We also offer yearly $175 or $350 reimbursement account for any well-being-related expenses, as well as discounted home, auto, and pet insurance.
 
  Slalom is committed to fair and equitable compensation practices. For this position, the target hourly range is $65/hr to $95/hr. Actual compensation will depend upon an individual’s skills, experience, qualifications, location, and other relevant factors. The hourly pay range is subject to change and may be modified at any time.
 
  EEO and Accommodations
  Slalom is an equal opportunity employer and is committed to inclusion, diversity, and equity in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veterans’ status, or any other characteristic protected by federal, state, or local laws. Slalom will also consider qualified applications with criminal histories, consistent with legal requirements. Slalom welcomes and encourages applications from individuals with disabilities. Reasonable accommodations are available for candidates during all aspects of the selection process. Please advise the talent acquisition team if you require accommodations during the interview process.","<div>
 <p><b>Who You’ll Work With</b></p>
 <p>As a modern technology company, we've never met a technical challenge we didn't like. We enable our clients to learn from their data, create incredible digital experiences, and make the most of new technologies. We blend design, engineering, and analytics expertise to build the future. We surround our technologists with interesting challenges, innovative minds and emerging technologies.</p>
 <p><br></p>
 <p>We are looking to hire a Sr. Data Analyst to come onboard and join our team.</p>
 <p><br></p>
 <p><b> What You’ll Do </b></p>
 <ul>
  <li>Bring expertise as a data analyst to help support data visualization and reporting</li>
 </ul>
 <p><b> What You’ll Bring </b></p>
 <p><b>Basic Requirements:</b></p>
 <ul>
  <li>Bachelor's degree in related field with 5+ years of experience</li>
  <li>Strong proficiency in Power BI, Tableau, and SQL</li>
 </ul>
 <p><b> Preferred Requirements:</b></p>
 <ul>
  <li>Proficiency in other data tools such as dbt or python</li>
 </ul>
 <p><b> About Us</b></p>
 <p>Slalom is a purpose-led, global business and technology consulting company. From strategy to implementation, our approach is fiercely human. In six countries and 43 markets, we deeply understand our customers—and their customers—to deliver practical, end-to-end solutions that drive meaningful impact. Backed by close partnerships with over 400 leading technology providers, our 13,000+ strong team helps people and organizations dream bigger, move faster, and build better tomorrows for all. We’re honored to be consistently recognized as a great place to work, including being one of Fortune’s 100 Best Companies to Work For seven years running. Learn more at slalom.com.</p>
 <p><br></p>
 <p><b> Compensation and Benefits</b></p>
 <p>Slalom prides itself on helping team members thrive in their work and life. As a result, Slalom is proud to invest in benefits that include meaningful time off and paid holidays, parental leave, 401(k) with a match, a range of choices for highly subsidized health, dental, &amp; vision coverage, adoption and fertility assistance, and short/long-term disability. We also offer yearly $175 or $350 reimbursement account for any well-being-related expenses, as well as discounted home, auto, and pet insurance.</p>
 <p></p>
 <p><br> Slalom is committed to fair and equitable compensation practices. For this position, the target hourly range is $65/hr to $95/hr. Actual compensation will depend upon an individual’s skills, experience, qualifications, location, and other relevant factors. The hourly pay range is subject to change and may be modified at any time.</p>
 <p><br></p>
 <p><b> EEO and Accommodations</b></p>
 <p><i> Slalom is an equal opportunity employer and is committed to inclusion, diversity, and equity in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veterans’ status, or any other characteristic protected by federal, state, or local laws. Slalom will also consider qualified applications with criminal histories, consistent with legal requirements. Slalom welcomes and encourages applications from individuals with disabilities. Reasonable accommodations are available for candidates during all aspects of the selection process. Please advise the talent acquisition team if you require accommodations during the interview process.</i></p>
</div>","https://www.indeed.com/applystart?jk=80a2597defd8f97c&from=vj&pos=top&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhORZ_TzzpPRKKaLAazgzpooZnPlDNC4n8aIXntLdaLOVfMXhTvswIIpuFmMRzNVPqQmxmiObg4ZbvNWGiD73UplbBhakPFDAOkf_urQASSUccb49XF4tL7T0o2UDgW8QPJrOC0Dkb7gDo2XxJRatarCITeI_Azw3KcSOf4X9Vh1Q&asub=mob&astse=f4b12a18cdb44d5a&assa=3874","80a2597defd8f97c","false",,,,,,,"Orange County, CA","Slalom Flex (Project Based) - Sr. Data Analyst","Just posted","2024-11-15T05:56:54.277Z","3.7","201","$65 - $95 an hour","2024-11-15T05:56:54.279Z","US","California","data science","https://www.indeed.com/viewjob?jk=80a2597defd8f97c&vjs=3",
"Gradient","About the Company
 Gradient is on a mission to radically transform the way enterprises interact with data. We’ve developed the only AI-powered Data Reasoning Platform that is used to automate complex data workflows in enterprises across all industries.
 We are a frontier technology company that pushes the limits of AI to achieve things previously impossible.
 
  About the Role
 As the Founding AI Strategist at Gradient, you will be the lead for customer engagements, driving the entire customer lifecycle from start to finish. Your goal is to deeply understand the customer problems and desired outcomes, identify opportunities for AI to solve their pain points, and work with the Gradient team to deliver a valuable system to the customer.
 Additionally, as an early member of our team, you’ll work closely with the CEO and COO to shape the client service best practices and approach across the company.
 
  Responsibilities
 
  Deeply understand the customer’s workflow and business model to scope out the most valuable problems to solve with AI
  Represent the capabilities of AI and how AI can create reliable outcomes in real-world enterprise workflows and data
  Skillfully navigate client relationships, from end operators to executive stakeholders
  Collaborate with our software engineering and applied science teams to deliver AI systems for new and existing customers
  Own the success of customer engagements, from intro call to deployment
 
 
  Qualifications
 
  Have a degree in Computer Science or equivalent
  Have 4+ years of relevant full-time experience in client-facing role, management consulting, or high growth start-up environment
  Are a clear and superb written and verbal communicator
  Have a proven track record in managing complex projects end-to-end
  Demonstrate the ability to ramp up quickly and deeply understand the nuances and complexities of new business areas
  Have a strong sense of customer empathy and employ a customer-centric approach to solutions and engagements
  Are excited to work on 0 to 1 projects at an early stage startup
  Are passionate and enthusiastic about learning AI and how to apply it effectively in production enterprise environments
 
 
  About Us
 
  We’re an ambitious team tackling a huge industry with over $100B in TAM
  Our founding and exec team consists of former leaders who have helped scale hypergrowth startups and led teams at Netflix, Google, and Meta
  We typically work in-person 2-3 days a week at our dynamic HQ in San Mateo, CA
 
 
  Benefits & Perks
 
  Medical, dental, vision coverage covered at 90%
  401k Employer Contribution (nonelective contribution of 3% of your compensation)
  Flexible time off - take time off when you need it!
  Two approved remote work weeks per year
  Catered lunches & snacks in-office
  Team socials & outings throughout the year
  12 weeks of paid parental leave
 
 
  Pay Range and Compensation Package
 In consideration of market analysis and relevant factors, the salary range for this position is set between $120,000 and $200,000. However, adjustments outside of this range may be considered for candidates whose qualifications significantly differ from those outlined in the job description. Additionally, this role is eligible to participate in our equity plan and benefits program.
 
  Equal Opportunity Statement
 Gradient is an equal opportunity employer and does not discriminate on the basis of race, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy or related condition, or any other basis protected by law.
 Compensation Range: $120K - $200K","<div>
 <h2 class=""jobSectionHeader""><b>About the Company</b></h2>
 <p>Gradient is on a mission to radically transform the way enterprises interact with data. We’ve developed the only AI-powered Data Reasoning Platform that is used to automate complex data workflows in enterprises across all industries.</p>
 <p>We are a frontier technology company that pushes the limits of AI to achieve things previously impossible.</p>
 <p></p>
 <h2 class=""jobSectionHeader""><b> About the Role</b></h2>
 <p>As the Founding AI Strategist at Gradient, you will be the lead for customer engagements, driving the entire customer lifecycle from start to finish. Your goal is to deeply understand the customer problems and desired outcomes, identify opportunities for AI to solve their pain points, and work with the Gradient team to deliver a valuable system to the customer.</p>
 <p>Additionally, as an early member of our team, you’ll work closely with the CEO and COO to shape the client service best practices and approach across the company.</p>
 <p></p>
 <h2 class=""jobSectionHeader""><b> Responsibilities</b></h2>
 <ul>
  <li><p>Deeply understand the customer’s workflow and business model to scope out the most valuable problems to solve with AI</p></li>
  <li><p>Represent the capabilities of AI and how AI can create reliable outcomes in real-world enterprise workflows and data</p></li>
  <li><p>Skillfully navigate client relationships, from end operators to executive stakeholders</p></li>
  <li><p>Collaborate with our software engineering and applied science teams to deliver AI systems for new and existing customers</p></li>
  <li><p>Own the success of customer engagements, from intro call to deployment</p></li>
 </ul>
 <p></p>
 <h2 class=""jobSectionHeader""><b> Qualifications</b></h2>
 <ul>
  <li><p>Have a degree in Computer Science or equivalent</p></li>
  <li><p>Have 4+ years of relevant full-time experience in client-facing role, management consulting, or high growth start-up environment</p></li>
  <li><p>Are a clear and superb written and verbal communicator</p></li>
  <li><p>Have a proven track record in managing complex projects end-to-end</p></li>
  <li><p>Demonstrate the ability to ramp up quickly and deeply understand the nuances and complexities of new business areas</p></li>
  <li><p>Have a strong sense of customer empathy and employ a customer-centric approach to solutions and engagements</p></li>
  <li><p>Are excited to work on 0 to 1 projects at an early stage startup</p></li>
  <li><p>Are passionate and enthusiastic about learning AI and how to apply it effectively in production enterprise environments</p></li>
 </ul>
 <p></p>
 <h2 class=""jobSectionHeader""><b> About Us</b></h2>
 <ul>
  <li><p>We’re an ambitious team tackling a huge industry with over $100B in TAM</p></li>
  <li><p>Our founding and exec team consists of former leaders who have helped scale hypergrowth startups and led teams at Netflix, Google, and Meta</p></li>
  <li><p>We typically work in-person 2-3 days a week at our dynamic HQ in San Mateo, CA</p></li>
 </ul>
 <p></p>
 <h2 class=""jobSectionHeader""><b> Benefits &amp; Perks</b></h2>
 <ul>
  <li><p>Medical, dental, vision coverage covered at 90%</p></li>
  <li><p>401k Employer Contribution (nonelective contribution of 3% of your compensation)</p></li>
  <li><p>Flexible time off - take time off when you need it!</p></li>
  <li><p>Two approved remote work weeks per year</p></li>
  <li><p>Catered lunches &amp; snacks in-office</p></li>
  <li><p>Team socials &amp; outings throughout the year</p></li>
  <li><p>12 weeks of paid parental leave</p></li>
 </ul>
 <p></p>
 <h2 class=""jobSectionHeader""><b> Pay Range and Compensation Package</b></h2>
 <p>In consideration of market analysis and relevant factors, the salary range for this position is set between $120,000 and $200,000. However, adjustments outside of this range may be considered for candidates whose qualifications significantly differ from those outlined in the job description. Additionally, this role is eligible to participate in our equity plan and benefits program.</p>
 <p></p>
 <h2 class=""jobSectionHeader""><b> Equal Opportunity Statement</b></h2>
 <p>Gradient is an equal opportunity employer and does not discriminate on the basis of race, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy or related condition, or any other basis protected by law.</p>
 <p>Compensation Range: $120K - $200K</p>
</div>","https://www.indeed.com/rc/clk?jk=2d98b8b36444c36c&bb=yia6dVxd5yWTaz53s9hK8AdN4H5GWY9HFAwLxgtBcFwG9_R1lZFYfq33xyIhP1eK&xkcb=SoBX67M35XElEKwpXp0PbzkdCdPP&fromas=1&xpse=SoAw67I35XEkzTQEIp0LbzkdCdPP&xfps=273c8acd-aeaf-464b-8ee7-ad8aa5a183d5","2d98b8b36444c36c","false",,"Full-time",,,,,"Burlingame, CA","Founding AI Strategist","Just posted","2024-11-15T05:56:55.238Z","4.6","5","$120,000 - $200,000 a year","2024-11-15T05:56:55.241Z","US","California","data science","https://www.indeed.com/viewjob?jk=2d98b8b36444c36c&vjs=3",
